SKU,Product Name,Product Class,Product Category,Product Subcategory,Product Model#,Processor,Processor Description,GHz,Screen Size,RAM,Resolution,GPU,VRAM,HD,HD Type,Color,Carrier,Year,Model ID,UPC,Type,Spec,Charger
DAU27-0105B,"MB953LL/A, iMac QCi7 2.8/27""/10GB RAM/1TB HDD/, B-Grade",Desktop,iMac,Aluminum,MB953LL/A,QCi7,Quad-Core i7,2.8,27,10GB,,,,1TB,HDD,Aluminum,NA,Late 2009,"iMac11,1",,"27"" iMac",MB953LL/A QCi7/2.8/10GB/1TB,Straight iMac Power Cord
CAC12-0002A,"Apple-Brand, iPad Charger Lightning, 12W White",Cable,iPad Charger,Lightning,Apple-Brand,12W,12W,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
PDC15-0005A,"661-4837, Display Macbook Pro 15"", 15.4""/",Parts,Display,"Macbook Pro 15""",661-4837,NA,NA,NA,15.4,NA,,,,NA,NA,NA,NA,,,,,,NA
PBL27-0001A,"661-5311, BackLight Board iMac 27"", 27""/",Parts,BackLight Board,"iMac 27""",661-5311,NA,NA,NA,27,NA,,,,NA,NA,NA,NA,,,,,,NA
CDTSL-0001A,"zNitro Desktop Skin iMac 27"", 27""/Carbon Silver",Case,Desktop Skin,"iMac 27""",NA,NA,NA,NA,27,NA,,,,NA,NA,Carbon Silver,NA,,,,,,NA
CDTSL-0002A,"zNitro Desktop Skin iMac 27"" Ultra Thin, 27""/Carbon Silver",Case,Desktop Skin,"iMac 27"" Ultra Thin",NA,NA,NA,NA,27,NA,,,,NA,NA,Carbon Silver,NA,,,,,,NA
CDTSL-0003A,"zNitro Desktop Skin iMac 24"", 24""/Carbon Silver",Case,Desktop Skin,"iMac 24""",NA,NA,NA,NA,24,NA,,,,NA,NA,Carbon Silver,NA,,,,,,NA
CDTSL-0004A,"zNitro Desktop Skin iMac 21.5"", 21.5""/Carbon Silver",Case,Desktop Skin,"iMac 21.5""",NA,NA,NA,NA,21.5,NA,,,,NA,NA,Carbon Silver,NA,,,,,,NA
CDTSL-0005A,"zNitro Desktop Skin iMac 21.5"" Ultra Thin, 21.5""/Carbon Silver",Case,Desktop Skin,"iMac 21.5"" Ultra Thin",NA,NA,NA,NA,21.5,NA,,,,NA,NA,Carbon Silver,NA,,,,,,NA
CDTSL-0006A,"zNitro Desktop Skin iMac 20"", 20""/Carbon Silver",Case,Desktop Skin,"iMac 20""",NA,NA,NA,NA,20,NA,,,,NA,NA,Carbon Silver,NA,,,,,,NA
CADWH-0005A,"OT-7522C, Adapter Lightning Digital AV Cable, White",Cable,Adapter,Lightning Digital AV Cable,OT-7522C,NA,NA,NA,NA,NA,,,,NA,NA,White,NA,Mid-2010,,,,,NA
PLB21-0001A,"661-5534, Logic Board iMac 21.5"", DCi3 3.06/21.5""/",Parts,Logic Board,"iMac 21.5""",661-5534,DCi3,Dual-Core i3,3.06,21.5,NA,,,,NA,NA,NA,NA,,,,,,NA
PLB15-0001A,"661-5480, Logic Board Macbook Pro 15"", DCi7 2.66/15""/",Parts,Logic Board,"Macbook Pro 15""",661-5480,DCi7,Dual-Core i7,2.66,15,NA,,,,NA,NA,NA,NA,,,,,,NA
PVC21-0003A,"661-5546, Video Card iMac 21.5"", 21.5""/512MB RAM/",Parts,Video Card,"iMac 21.5""",661-5546,NA,NA,NA,21.5,512MB,,,,NA,NA,NA,NA,,,,,,NA
PLB15-0002A,"661-5850, Logic Board Macbook Pro 15"", QCi7 2/15""/",Parts,Logic Board,"Macbook Pro 15""",661-5850,QCi7,Quad-Core i7,2,15,NA,,,,NA,NA,NA,NA,,,,,,NA
N5S16-0001A,"ME305LL/A, iPhone 5s AT&T, A7 1.3/4""/16GB Flash/AT&T/Space Grey",Phone,iPhone 5s,AT&T,ME305LL/A,A7,A7 Chip,1.3,4,NA,,,,16GB,Flash,Space Grey,AT&T,iPhone 5s,"iPhone6,1",,iPhone 5s,ME305LL/A/iPhone 5s/16GB/AT&T/Space Grey,Lightning Charger
N5S16-0001B,"ME305LL/A, iPhone 5s AT&T, A7 1.3/4""/16GB Flash/AT&T/Space Grey, B-Grade",Phone,iPhone 5s,AT&T,ME305LL/A,A7,A7 Chip,1.3,4,NA,,,,16GB,Flash,Space Grey,AT&T,iPhone 5s,"iPhone6,1",,iPhone 5s,ME305LL/A/iPhone 5s/16GB/AT&T/Space Grey,Lightning Charger
LMA13-0070A,"MC905LL/A, Macbook Air C2D 2.13/13.3""/4GB RAM/256GB SSD/",Laptop,Macbook Air,Aluminum,MC905LL/A,C2D,Core 2 Duo,2.13,13.3,4GB,,,,256GB,SSD,Aluminum,NA,Late-2010,"MacBookAir3,2",,"13.3"" Macbook Air",MC905LL/A C2D/2.13/4GB/256GB,MS1 45W
LMA13-0070B,"MC905LL/A, Macbook Air C2D 2.13/13.3""/4GB RAM/256GB SSD/, B-Grade",Laptop,Macbook Air,Aluminum,MC905LL/A,C2D,Core 2 Duo,2.13,13.3,4GB,,,,256GB,SSD,Aluminum,NA,Late-2010,"MacBookAir3,2",,"13.3"" Macbook Air",MC905LL/A C2D/2.13/4GB/256GB,MS1 45W
LMP15-0211A,"MC118LL/A, Macbook Pro C2D 2.66/15.4""/4GB RAM/320GB HDD/",Laptop,Macbook Pro,Aluminum,MC118LL/A,C2D,Core 2 Duo,2.66,15.4,4GB,,,,320GB,HDD,Aluminum,NA,Mid-2009,"MacBookPro5,4",,"15.4"" Macbook Pro",MC118LL/A C2D/2.66/4GB/320GB,MS1 60W
LMP15-0211B,"MC118LL/A, Macbook Pro C2D 2.66/15.4""/4GB RAM/320GB HDD/, B-Grade",Laptop,Macbook Pro,Aluminum,MC118LL/A,C2D,Core 2 Duo,2.66,15.4,4GB,,,,320GB,HDD,Aluminum,NA,Mid-2009,"MacBookPro5,4",,"15.4"" Macbook Pro",MC118LL/A C2D/2.66/4GB/320GB,MS1 60W
LMP17-0050A,"MC026LL/A, Macbook Pro C2D 2.66/15.4""/4GB RAM/500GB HDD/",Laptop,Macbook Pro,Aluminum,MC026LL/A,C2D,Core 2 Duo,2.66,15.4,4GB,,,,500GB,HDD,Aluminum,NA,Late 2008/Early 2009,"MacBookPro5,1",,"15.4"" Macbook Pro",MC026LL/A C2D/2.66/4GB/500GB,MS1 85W
LMP17-0050B,"MC026LL/A, Macbook Pro C2D 2.66/15.4""/4GB RAM/500GB HDD/, B-Grade",Laptop,Macbook Pro,Aluminum,MC026LL/A,C2D,Core 2 Duo,2.66,15.4,4GB,,,,500GB,HDD,Aluminum,NA,Late 2008/Early 2009,"MacBookPro5,1",,"15.4"" Macbook Pro",MC026LL/A C2D/2.66/4GB/500GB,MS1 85W
PFDNA-0001A,"661-8139, Flash Drive Macbook Pro 13""/15"", 512GB Flash/",Parts,Flash Drive,"Macbook Pro 13""/15""",661-8139,NA,NA,NA,NA,NA,,,,512GB,Flash,NA,NA,,,,,,NA
MPD16-0004B,"MGFY2LL/A, iPod Touch 5th Generation, A5 1/4""/512MB RAM/16GB Flash/Pink, B-Grade",Music Player,iPod Touch,5th Generation,MGFY2LL/A,A5,A5 Chip,1,4,512MB,,,,16GB,Flash,Pink,NA,2014,"iPod5,1",,,,Lightning Charger
T4G16-0008A,"MD519LL/A, Cellular 4th Gen, A6X 9.7""/16GB Flash/AT&T/White",Tablet,Cellular,4th Gen,MD519LL/A,A6X,A6X Chip,NA,9.7,NA,,,,16GB,Flash,White,AT&T,iPad 4th Gen (Wi-Fi + Cellular MM),,,iPad 4th Gen,MD519LL/A/iPad 4th Gen/16GB/AT&T/White,Lightning Charger
T4G16-0008B,"MD519LL/A, Cellular 4th Gen, A6X 9.7""/16GB Flash/AT&T/White, B-Grade",Tablet,Cellular,4th Gen,MD519LL/A,A6X,A6X Chip,NA,9.7,NA,,,,16GB,Flash,White,AT&T,iPad 4th Gen (Wi-Fi + Cellular MM),,,iPad 4th Gen,MD519LL/A/iPad 4th Gen/16GB/AT&T/White,Lightning Charger
PDC11-0001A,"661-6069, Display Macbook Air 11"", 11""/",Parts,Display,"Macbook Air 11""",661-6069,NA,NA,NA,11,NA,,,,NA,NA,NA,NA,,,,,,NA
PTC15-0001A,"661-6532, Retina Top Case with Battery Macbook Pro 15"", 15.4""/",Parts,Retina Top Case with Battery,"Macbook Pro 15""",661-6532,NA,NA,NA,15.4,NA,,,,NA,NA,NA,NA,,,,,,NA
PDC15-0006A,"661-5478 Hi-Res Matte, Display Macbook Pro 15"", 15.4""/",Parts,Display,"Macbook Pro 15""",661-5478 Hi-Res Matte,NA,NA,NA,15.4,NA,,,,NA,NA,NA,NA,,,,,,NA
PTC13-0002A,"661-6075, Top Case Macbook Pro 13"", 15.4""/",Parts,Top Case,"Macbook Pro 13""",661-6075,NA,NA,NA,15.4,NA,,,,NA,NA,NA,NA,,,,,,NA
PLB15-0003A,"661-6482, Logic Board Macbook Pro 15"", 2.3/15.4""/16GB RAM/",Parts,Logic Board,"Macbook Pro 15""",661-6482,NA,NA,2.3,15.4,16GB,,,,NA,NA,NA,NA,,,,,,NA
MPD32-0006A,"MC544LL/A, iPod Touch 4th Generation, A4 1/3.5""/256MB RAM/32GB Flash/Black",Music Player,iPod Touch,4th Generation,MC544LL/A,A4,A4 Chip,1,3.5,256MB,,,,32GB,Flash,Black,NA,2011,"iPod4,1",,,,30-Pin Charging Cable
MPD32-0006B,"MC544LL/A, iPod Touch 4th Generation, A4 1/3.5""/256MB RAM/32GB Flash/Black, B-Grade",Music Player,iPod Touch,4th Generation,MC544LL/A,A4,A4 Chip,1,3.5,256MB,,,,32GB,Flash,Black,NA,2011,"iPod4,1",,,,30-Pin Charging Cable
MPD08-0001A,"MD057LL/A, iPod Touch 4th Generation, A4 1/3.5""/256MB RAM/8GB Flash/White",Music Player,iPod Touch,4th Generation,MD057LL/A,A4,A4 Chip,1,3.5,256MB,,,,8GB,Flash,White,NA,2011,"iPod4,1",,,,30-Pin Charging Cable
MPD08-0001B,"MD057LL/A, iPod Touch 4th Generation, A4 1/3.5""/256MB RAM/8GB Flash/White, B-Grade",Music Player,iPod Touch,4th Generation,MD057LL/A,A4,A4 Chip,1,3.5,256MB,,,,8GB,Flash,White,NA,2011,"iPod4,1",,,,30-Pin Charging Cable
MPD64-0001A,"MD059LL/A, iPod Touch 4th Generation, A4 1/3.5""/256MB RAM/64GB Flash/White",Music Player,iPod Touch,4th Generation,MD059LL/A,A4,A4 Chip,1,3.5,256MB,,,,64GB,Flash,White,NA,2011,"iPod4,1",,,,30-Pin Charging Cable
MPD64-0001B,"MD059LL/A, iPod Touch 4th Generation, A4 1/3.5""/256MB RAM/64GB Flash/White, B-Grade",Music Player,iPod Touch,4th Generation,MD059LL/A,A4,A4 Chip,1,3.5,256MB,,,,64GB,Flash,White,NA,2011,"iPod4,1",,,,30-Pin Charging Cable
TPL12-0003A,"ML3Q2LL/A, Cellular Pro 12.9"", A9X 12.9""/128GB Flash/Cellular/White/Gold",Tablet,Cellular,"Pro 12.9""",ML3Q2LL/A,A9X,A9X Chip,NA,12.9,NA,,,,128GB,Flash,White/Gold,Cellular,iPad Pro (Wi-Fi + Cellular),"iPad6,8",,"iPad Pro 12.9""","ML3Q2LL/A/iPad Pro 12.9""/128GB/Cellular/White/Gold",Lightning Charger
TPL12-0003B,"ML3Q2LL/A, Cellular Pro 12.9"", A9X 12.9""/128GB Flash/Cellular/White/Gold, B-Grade",Tablet,Cellular,"Pro 12.9""",ML3Q2LL/A,A9X,A9X Chip,NA,12.9,NA,,,,128GB,Flash,White/Gold,Cellular,iPad Pro (Wi-Fi + Cellular),"iPad6,8",,"iPad Pro 12.9""","ML3Q2LL/A/iPad Pro 12.9""/128GB/Cellular/White/Gold",Lightning Charger
TM116-0012A,"MF442LL/A, Cellular Mini 1st Gen, A5 7.9""/16GB Flash/T-Mobile/Space Grey",Tablet,Cellular,Mini 1st Gen,MF442LL/A,A5,A5 Chip,NA,7.9,NA,,,,16GB,Flash,Space Grey,T-Mobile,iPad mini (Wi-Fi + Cellular MM),"iPad2,7",,iPad Mini 1st Gen,MF442LL/A/iPad Mini 1st Gen/16GB/T-Mobile/Space Grey,Lightning Charger
TM116-0012B,"MF442LL/A, Cellular Mini 1st Gen, A5 7.9""/16GB Flash/T-Mobile/Space Grey, B-Grade",Tablet,Cellular,Mini 1st Gen,MF442LL/A,A5,A5 Chip,NA,7.9,NA,,,,16GB,Flash,Space Grey,T-Mobile,iPad mini (Wi-Fi + Cellular MM),"iPad2,7",,iPad Mini 1st Gen,MF442LL/A/iPad Mini 1st Gen/16GB/T-Mobile/Space Grey,Lightning Charger
PTC11-0001A,"661-5739, Top Case Macbook Air 11"", 11""/",Parts,Top Case,"Macbook Air 11""",661-5739,NA,NA,NA,11,NA,,,,NA,NA,NA,NA,,,,,,NA
PFDNA-0002A,"661-6487, Flash Drive Macbook Pro 13""/15"", 512GB Flash/",Parts,Flash Drive,"Macbook Pro 13""/15""",661-6487,NA,NA,NA,NA,NA,,,,512GB,Flash,NA,NA,"Mid-2012, Early-2013",,,,,NA
PLB21-0002A,"661-5936, 661-5935 No CPU, Logic Board iMac 21.5"", 21.5""/",Parts,Logic Board,"iMac 21.5""","661-5936, 661-5935 No CPU",NA,NA,NA,21.5,NA,,,,NA,NA,NA,NA,Mid-2011,,,,,NA
LMA13-0071A,"MC965LL/A, Macbook Air DCi5 1.7/13.3""/4GB RAM/960GB SSD+No SD/",Laptop,Macbook Air,Aluminum,MC965LL/A,DCi5,Dual-Core i5,1.7,13.3,4GB,,,,960GB,SSD+No SD,Aluminum,NA,Mid-2011,"MacBookAir4,2",,"13.3"" Macbook Air",MC965LL/A DCi5/1.7/4GB/960GB,MS1 45W
LMA13-0071B,"MC965LL/A, Macbook Air DCi5 1.7/13.3""/4GB RAM/960GB SSD+No SD/, B-Grade",Laptop,Macbook Air,Aluminum,MC965LL/A,DCi5,Dual-Core i5,1.7,13.3,4GB,,,,960GB,SSD+No SD,Aluminum,NA,Mid-2011,"MacBookAir4,2",,"13.3"" Macbook Air",MC965LL/A DCi5/1.7/4GB/960GB,MS1 45W
PTC13-0003A,"661-5590, Top Case Macbook 13"", 13.3""/White",Parts,Top Case,"Macbook 13""",661-5590,NA,NA,NA,13.3,NA,,,,NA,NA,White,NA,,,,,,NA
LMP15-0212A,"ME294LL/A, Macbook Pro Retina, QCi7 2.6/15.4""/16GB RAM/480GB SSD+No SD/Aluminum",Laptop,Macbook Pro,Retina,ME294LL/A,QCi7,Quad-Core i7,2.6,15.4,16GB,,,,480GB,SSD+No SD,Aluminum,NA,Late 2013,"MacBookPro11,3",,"15.4"" Macbook Pro",ME294LL/A QCi7/2.6/16GB/480GB,MS2 85W
LMP15-0212B,"ME294LL/A, Macbook Pro Retina, QCi7 2.6/15.4""/16GB RAM/480GB SSD+No SD/Aluminum, B-Grade",Laptop,Macbook Pro,Retina,ME294LL/A,QCi7,Quad-Core i7,2.6,15.4,16GB,,,,480GB,SSD+No SD,Aluminum,NA,Late 2013,"MacBookPro11,3",,"15.4"" Macbook Pro",ME294LL/A QCi7/2.6/16GB/480GB,MS2 85W
LMR15-0024A,"ME664LL/A, Macbook Pro Retina, QCi7 2.8/15.4""/16GB RAM/256GB SSD+No SD/Aluminum",Laptop,Macbook Pro,Retina,ME664LL/A,QCi7,Quad-Core i7,2.8,15.4,16GB,,,,256GB,SSD+No SD,Aluminum,NA,Early 2013,"MacBookPro10,1",,"15.4"" Macbook Pro",ME664LL/A QCi7/2.8/16GB/256GB,MS2 85W
LMR15-0024B,"ME664LL/A, Macbook Pro Retina, QCi7 2.8/15.4""/16GB RAM/256GB SSD+No SD/Aluminum, B-Grade",Laptop,Macbook Pro,Retina,ME664LL/A,QCi7,Quad-Core i7,2.8,15.4,16GB,,,,256GB,SSD+No SD,Aluminum,NA,Early 2013,"MacBookPro10,1",,"15.4"" Macbook Pro",ME664LL/A QCi7/2.8/16GB/256GB,MS2 85W
LMA13-0072A,"MC966LL/A, Macbook Air DCi5 1.7/13.3""/4GB RAM/128GB SSD+No SD/",Laptop,Macbook Air,Aluminum,MC966LL/A,DCi5,Dual-Core i5,1.7,13.3,4GB,,,,128GB,SSD+No SD,Aluminum,NA,Mid-2011,"MacBookAir4,2",,"13.3"" Macbook Air",MC966LL/A DCi5/1.7/4GB/128GB,MS1 45W
LMA13-0072B,"MC966LL/A, Macbook Air DCi5 1.7/13.3""/4GB RAM/128GB SSD+No SD/, B-Grade",Laptop,Macbook Air,Aluminum,MC966LL/A,DCi5,Dual-Core i5,1.7,13.3,4GB,,,,128GB,SSD+No SD,Aluminum,NA,Mid-2011,"MacBookAir4,2",,"13.3"" Macbook Air",MC966LL/A DCi5/1.7/4GB/128GB,MS1 45W
LMP15-0213A,"ME665LL/A, Macbook Pro Retina, QCi7 2.8/15.4""/16GB RAM/480GB SSD+No SD/Aluminum",Laptop,Macbook Pro,Retina,ME665LL/A,QCi7,Quad-Core i7,2.8,15.4,16GB,,,,480GB,SSD+No SD,Aluminum,NA,Early 2013,"MacBookPro10,1",,"15.4"" Macbook Pro",ME665LL/A QCi7/2.8/16GB/480GB,MS2 85W
LMP15-0213B,"ME665LL/A, Macbook Pro Retina, QCi7 2.8/15.4""/16GB RAM/480GB SSD+No SD/Aluminum, B-Grade",Laptop,Macbook Pro,Retina,ME665LL/A,QCi7,Quad-Core i7,2.8,15.4,16GB,,,,480GB,SSD+No SD,Aluminum,NA,Early 2013,"MacBookPro10,1",,"15.4"" Macbook Pro",ME665LL/A QCi7/2.8/16GB/480GB,MS2 85W
CACBK-0001A,"Vivitar V1089-C, Wall and Car Charger 30 Pin, Micro USB, Black",Cable,Wall and Car Charger,"30 Pin, Micro USB",V1089-C,NA,NA,NA,NA,NA,,,,NA,NA,Black,NA,,,,,,NA
DAU27-0106A,"ME089LL/A, iMac Ultra Thin, QCi7 3.5/27""/32GB RAM/3TB Fusion/Aluminum",Desktop,iMac,Ultra Thin,ME089LL/A,QCi7,Quad-Core i7,3.5,27,32GB,2560 x 1440,GeForce GTX 775M,2GB,3TB,Fusion,Aluminum,NA,Late 2013,"iMac14,2",,"27"" iMac",ME089LL/A QCi7/3.5/32GB/3TB,Bent iMac Power Cord
DAU27-0106B,"ME089LL/A, iMac Ultra Thin, QCi7 3.5/27""/32GB RAM/3TB Fusion/Aluminum, B-Grade",Desktop,iMac,Ultra Thin,ME089LL/A,QCi7,Quad-Core i7,3.5,27,32GB,,,,3TB,Fusion,Aluminum,NA,Late 2013,"iMac14,2",,"27"" iMac",ME089LL/A QCi7/3.5/32GB/3TB,Bent iMac Power Cord
PMM02-0016A,"Western Digital WD Blue, Internal SSD 2.5"", 1TB SSD/",Parts,Internal SSD,"2.5""",WD Blue,NA,NA,NA,NA,NA,,,,1TB,SSD,NA,NA,,,,,,NA
PLB13-0008A,"661-6057, Logic Board Macbook Air 13"", DCi5 1.7/13.3""/4GB RAM/",Parts,Logic Board,"Macbook Air 13""",661-6057,DCi5,Dual-Core i5,1.70,13.3,4GB,,,,NA,NA,NA,NA,,,,,,NA
PBT12-0001A,"661-1764, Battery iBook 12"", 12""/",Parts,Battery,"iBook 12""",661-1764,NA,NA,NA,12,NA,,,,NA,NA,NA,NA,,,,,,NA
W42SS-0002A,"MLC82LL/A, 42MM Sport, S1 520 MHz/1.65""/512MB RAM/8GB Black Stainless Steel/Black Rubber",Watch,42MM,Sport,MLC82LL/A,S1,S1,520 MHz,1.65,512MB,,,,8GB,NA,Black Stainless Steel/Black Rubber,NA,Early 2015,"Watch1,2",,Watch 42MM,MLC82LL/A/42MM/Watch/Black Stainless Steel/Black Rubber,Apple Watch Magnetic Charging Cable
W38GD-0002A,"MNNJ2LL/A, 38MM Sport, S1P 520MHz/1.32""/512MB RAM/8GB Gold/Concrete Rubber",Watch,38MM,Sport,MNNJ2LL/A,S1P,S1P,520MHz,1.32,512MB,,,,8GB,NA,Gold/Concrete Rubber,NA,Late 2016,"Watch2,6",,Watch 38MM,MNNJ2LL/A/38MM/Watch/Gold/Concrete Rubber,Apple Watch Magnetic Charging Cable
W38GY-0002A,"MP022LL/A, 38MM Sport, S1P 520MHz/1.32""/512MB RAM/8GB Space Gray/Black Rubber",Watch,38MM,Sport,MP022LL/A,S1P,S1P,520MHz,1.32,512MB,,,,8GB,NA,Space Gray/Black Rubber,NA,Late 2016,"Watch2,6",,Watch 38MM,MP022LL/A/38MM/Watch/Space Gray/Black Rubber,Apple Watch Magnetic Charging Cable
W42GY-0002A,"MJ3T2LL/A, 42MM Sport, S1 520MHz/1.65""/512MB RAM/8GB Space Gray/Black Rubber",Watch,42MM,Sport,MJ3T2LL/A,S1,S1,520MHz,1.65,512MB,,,,8GB,NA,Space Gray/Black Rubber,NA,Early 2015,"Watch1,2",Groupon,Watch 42MM,MJ3T2LL/A/42MM/Watch/Space Gray/Black Rubber,Apple Watch Magnetic Charging Cable
W38RG-0002A,"MNNH2LL/A, 38MM Sport, S1P 520MHz/1.32""/512MB RAM/8GB Rose Gold/Pink Sand Rubber",Watch,38MM,Sport,MNNH2LL/A,S1P,S1P,520MHz,1.32,512MB,,,,8GB,NA,Rose Gold/Pink Sand Rubber,NA,Late 2016,"Watch2,6",,Watch 38MM,MNNH2LL/A/38MM/Watch/Rose Gold/Pink Sand Rubber,Apple Watch Magnetic Charging Cable
PBT14-0001A,"661-2998, Battery iBook 14"", 14.1""/",Parts,Battery,"iBook 14""",661-2998,NA,NA,NA,14.1,NA,,,,NA,NA,NA,NA,,,,,,NA
PMS13-0001A,"661-5235 922-9307, Magsafe Board Macbook Pro 13"", 13.3""/",Parts,Magsafe Board,"Macbook Pro 13""",661-5235 922-9307,NA,NA,NA,13.3,NA,,,,NA,NA,NA,NA,,,,,,NA
PTP13-0003A,"922-9063 922-9525 922-9773, Trackpad Macbook Pro 13"", 13.3""/",Parts,Trackpad,"Macbook Pro 13""",922-9063 922-9525 922-9773,NA,NA,NA,13.3,NA,,,,NA,NA,NA,NA,,,,,,NA
DAU27-0107A,"MD063LL/A, iMac QCi7 3.4/27""/8GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MD063LL/A,QCi7,Quad-Core i7,3.40,27,8GB,,,,1TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MD063LL/A QCi7/3.4/8GB/1TB,Straight iMac Power Cord
DAU27-0107B,"MD063LL/A, iMac QCi7 3.4/27""/8GB RAM/1TB HDD/, B-Grade",Desktop,iMac,Aluminum,MD063LL/A,QCi7,Quad-Core i7,3.40,27,8GB,,,,1TB,HDD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MD063LL/A QCi7/3.4/8GB/1TB,Straight iMac Power Cord
DAU27-0108A,"MC813LL/A, iMac QCi7 2.7/27""/8GB RAM/256GB SSD/",Desktop,iMac,Aluminum,MC813LL/A,QCi7,Quad-Core i7,2.7,27,8GB,,,,256GB,SSD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC813LL/A QCi7/2.7/8GB/256GB,Straight iMac Power Cord
DAU27-0108B,"MC813LL/A, iMac QCi7 2.7/27""/8GB RAM/256GB SSD/, B-Grade",Desktop,iMac,Aluminum,MC813LL/A,QCi7,Quad-Core i7,2.7,27,8GB,,,,256GB,SSD,Aluminum,NA,Mid-2011,"iMac12,2",,"27"" iMac",MC813LL/A QCi7/2.7/8GB/256GB,Straight iMac Power Cord
DMMAL-0005A,"MC815LL/A, Mac Mini Aluminum Unibody, DCi5 2.3/4GB RAM/500GB HDD/Aluminum",Desktop,Mac Mini,Aluminum Unibody,MC815LL/A,DCi5,Dual-Core i5,2.3,NA,4GB,,,,500GB,HDD,Aluminum,NA,Mid-2011,"Macmini5,1",Groupon-606682724427,Mac Mini,MC815LL/A DCi5/2.3/4GB/500GB,Mac Mini Power Cord
DMMAL-0005B,"MC815LL/A, Mac Mini Aluminum Unibody, DCi5 2.3/4GB RAM/500GB HDD/Aluminum, B-Grade",Desktop,Mac Mini,Aluminum Unibody,MC815LL/A,DCi5,Dual-Core i5,2.3,NA,4GB,,,,500GB,HDD,Aluminum,NA,Mid-2011,"Macmini5,1",,Mac Mini,MC815LL/A DCi5/2.3/4GB/500GB,Mac Mini Power Cord
LMP15-0214A,"ME294LL/A, Macbook Pro Retina, QCi7 2.3/15.4""/16GB RAM/480GB SSD+No SD/Aluminum",Laptop,Macbook Pro,Retina,ME294LL/A,QCi7,Quad-Core i7,2.3,15.4,16GB,,,,480GB,SSD+No SD,Aluminum,NA,Late 2013,"MacBookPro11,3",,"15.4"" Macbook Pro",ME294LL/A QCi7/2.3/16GB/480GB,MS2 85W
LMP15-0214B,"ME294LL/A, Macbook Pro Retina, QCi7 2.3/15.4""/16GB RAM/480GB SSD+No SD/Aluminum, B-Grade",Laptop,Macbook Pro,Retina,ME294LL/A,QCi7,Quad-Core i7,2.3,15.4,16GB,,,,480GB,SSD+No SD,Aluminum,NA,Late 2013,"MacBookPro11,3",,"15.4"" Macbook Pro",ME294LL/A QCi7/2.3/16GB/480GB,MS2 85W
LMP15-0215A,"ME293LL/A, Macbook Pro Retina, QCi7 2.3/15.4""/16GB RAM/480GB SSD+No SD/Aluminum",Laptop,Macbook Pro,Retina,ME293LL/A,QCi7,Quad-Core i7,2.3,15.4,16GB,,,,480GB,SSD+No SD,Aluminum,NA,Late 2013,"MacBookPro11,2",,"15.4"" Macbook Pro",ME293LL/A QCi7/2.3/16GB/480GB,MS2 85W
LMP15-0215B,"ME293LL/A, Macbook Pro Retina, QCi7 2.3/15.4""/16GB RAM/480GB SSD+No SD/Aluminum, B-Grade",Laptop,Macbook Pro,Retina,ME293LL/A,QCi7,Quad-Core i7,2.3,15.4,16GB,,,,480GB,SSD+No SD,Aluminum,NA,Late 2013,"MacBookPro11,2",,"15.4"" Macbook Pro",ME293LL/A QCi7/2.3/16GB/480GB,MS2 85W
LMR13-0024A,"MD212LL/A, Macbook Pro Retina, DCi7 2.9/13.3""/8GB RAM/512GB SSD/Aluminum",Laptop,Macbook Pro,Retina,MD212LL/A,DCi7,Dual-Core i7,2.9,13.3,8GB,,,,512GB,SSD,Aluminum,NA,Late 2012,"MacBookPro10,2",,"13.3"" Macbook Pro",MD212LL/A DCi7/2.9/8GB/512GB,MS2 60W
LMR13-0024B,"MD212LL/A, Macbook Pro Retina, DCi7 2.9/13.3""/8GB RAM/512GB SSD/Aluminum, B-Grade",Laptop,Macbook Pro,Retina,MD212LL/A,DCi7,Dual-Core i7,2.9,13.3,8GB,,,,512GB,SSD,Aluminum,NA,Late 2012,"MacBookPro10,2",,"13.3"" Macbook Pro",MD212LL/A DCi7/2.9/8GB/512GB,MS2 60W
PAD21-0001A,"946-4469 946-4547 946-4548 946-4550 946-4551 946-4552, Adhesive Strip iMac 21.5"", 21.5""/",Parts,Adhesive Strip,"iMac 21.5""",946-4469 946-4547 946-4548 946-4550 946-4551 946-4552,NA,NA,NA,21.5,NA,,,,NA,NA,NA,NA,,,,,,NA
DPRGR-0005A,"MC561LL/A, Mac Pro Tower, X8C 2.4/6GB RAM/1TB HDD/Aluminum",Desktop,Mac Pro,Tower,MC561LL/A,X8C,Xeon 8 Core,2.4,NA,6GB,,,,1TB,HDD,Aluminum,NA,Mid-2010,"MacPro5,1",,Mac Pro,MC561LL/A X8C/2.4/6GB/1TB,Mac Pro Power Cord
DPRGR-0005B,"MC561LL/A, Mac Pro Tower, X8C 2.4/6GB RAM/1TB HDD/Aluminum, B-Grade",Desktop,Mac Pro,Tower,MC561LL/A,X8C,Xeon 8 Core,2.4,NA,6GB,,,,1TB,HDD,Aluminum,NA,Mid-2010,"MacPro5,1",,Mac Pro,MC561LL/A X8C/2.4/6GB/1TB,Mac Pro Power Cord
